,subwayLine,stationName,stationCode,statStartDate,statEndDate,startStationCode,startStationName,endStationCode,endStationName,prevStationCode,prevStationName,updnLine,directAt,dow,hh,mm,getOffCarRate
1,2호선,강남역,222,20220927,20221226,202,을지로입구역,211-R,성수역,223,교대역,0,0,THU,16,30,"[4, 6, 9, 14, 19, 14, 13, 9, 8, 5]"
1,2호선,강남역,222,20220927,20221226,202,을지로입구역,211-R,성수역,223,교대역,0,0,THU,16,40,"[4, 6, 9, 14, 19, 15, 13, 9, 8, 4]"
1,2호선,강남역,222,20220927,20221226,202,을지로입구역,211-R,성수역,223,교대역,0,0,THU,16,50,"[4, 6, 8, 14, 20, 15, 13, 8, 8, 4]"
2,2호선,강남역,222,20220927,20221226,211,성수역,202,을지로입구역,221,역삼역,1,0,THU,16,00,"[6, 12, 11, 14, 12, 18, 12, 7, 6, 4]"
2,2호선,강남역,222,20220927,20221226,211,성수역,202,을지로입구역,221,역삼역,1,0,THU,16,10,"[6, 11, 10, 13, 12, 18, 13, 6, 6, 4]"
2,2호선,강남역,222,20220927,20221226,211,성수역,202,을지로입구역,221,역삼역,1,0,THU,16,20,"[6, 11, 10, 13, 12, 18, 12, 7, 6, 5]"
2,2호선,강남역,222,20220927,20221226,211,성수역,202,을지로입구역,221,역삼역,1,0,THU,16,30,"[5, 11, 10, 13, 13, 17, 13, 7, 6, 5]"
2,2호선,강남역,222,20220927,20221226,211,성수역,202,을지로입구역,221,역삼역,1,0,THU,16,40,"[5, 11, 11, 13, 12, 17, 13, 7, 6, 5]"
2,2호선,강남역,222,20220927,20221226,211,성수역,202,을지로입구역,221,역삼역,1,0,THU,16,50,"[5, 11, 11, 13, 12, 17, 12, 7, 6, 5]"
3,2호선,강남역,222,20220927,20221226,211,성수역,211,성수역,223,교대역,0,0,THU,16,00,"[4, 6, 8, 15, 20, 14, 13, 9, 8, 5]"
3,2호선,강남역,222,20220927,20221226,211,성수역,211,성수역,223,교대역,0,0,THU,16,10,"[4, 6, 9, 14, 19, 14, 13, 8, 7, 5]"
3,2호선,강남역,222,20220927,20221226,211,성수역,211,성수역,223,교대역,0,0,THU,16,20,"[4, 6, 9, 14, 18, 15, 13, 8, 8, 5]"
3,2호선,강남역,222,20220927,20221226,211,성수역,211,성수역,223,교대역,0,0,THU,16,30,"[4, 6, 9, 14, 19, 14, 13, 9, 8, 5]"
3,2호선,강남역,222,20220927,20221226,211,성수역,211,성수역,223,교대역,0,0,THU,16,40,"[4, 6, 9, 14, 19, 15, 13, 9, 8, 4]"
3,2호선,강남역,222,20220927,20221226,211,성수역,211,성수역,223,교대역,0,0,THU,16,50,"[4, 6, 8, 14, 20, 15, 13, 8, 8, 4]"
4,2호선,강남역,222,20220927,20221226,211,성수역,211,성수역,221,역삼역,1,0,THU,16,00,"[6, 12, 10, 14, 12, 18, 12, 7, 6, 3]"
