,subwayLine,stationName,stationCode,statStartDate,statEndDate,startStationCode,startStationName,endStationCode,endStationName,prevStationCode,prevStationName,updnLine,directAt,dow,hh,mm,congestionCar
7,6호선,태릉입구역,645,20220930,20221229,647,봉화산역,610,응암역,646,화랑대역,0,0,SAT,06,10,"[3, 3, 3, 3, 4, 5, 5, 5]"
7,6호선,태릉입구역,645,20220930,20221229,647,봉화산역,610,응암역,646,화랑대역,0,0,SAT,06,20,"[1, 3, 2, 2, 4, 6, 8, 6]"
7,6호선,태릉입구역,645,20220930,20221229,647,봉화산역,610,응암역,646,화랑대역,0,0,SAT,06,30,"[6, 1, 3, 6, 5, 8, 4, 8]"
7,6호선,태릉입구역,645,20220930,20221229,647,봉화산역,610,응암역,646,화랑대역,0,0,SAT,06,40,"[4, 3, 4, 4, 5, 7, 7, 7]"
7,6호선,태릉입구역,645,20220930,20221229,647,봉화산역,610,응암역,646,화랑대역,0,0,SAT,06,50,"[6, 3, 1, 3, 6, 5, 6, 10]"
10,6호선,태릉입구역,645,20220930,20221229,648,신내역,610,응암역,646,화랑대역,0,0,SAT,06,00,"[8, 2, 2, 1, 4, 6, 3, 7]"
10,6호선,태릉입구역,645,20220930,20221229,648,신내역,610,응암역,646,화랑대역,0,0,SAT,06,10,"[4, 3, 4, 4, 5, 7, 7, 7]"
10,6호선,태릉입구역,645,20220930,20221229,648,신내역,610,응암역,646,화랑대역,0,0,SAT,06,20,"[1, 4, 3, 3, 5, 8, 10, 8]"
10,6호선,태릉입구역,645,20220930,20221229,648,신내역,610,응암역,646,화랑대역,0,0,SAT,06,30,"[6, 1, 3, 6, 5, 8, 4, 8]"
10,6호선,태릉입구역,645,20220930,20221229,648,신내역,610,응암역,646,화랑대역,0,0,SAT,06,40,"[5, 4, 5, 4, 6, 8, 8, 8]"
10,6호선,태릉입구역,645,20220930,20221229,648,신내역,610,응암역,646,화랑대역,0,0,SAT,06,50,"[8, 5, 2, 4, 9, 6, 9, 14]"
0,6호선,태릉입구역,645,20220930,20221229,610,응암역,647,봉화산역,644,석계역,1,0,WED,18,00,"[83, 64, 46, 50, 47, 38, 38, 48]"
0,6호선,태릉입구역,645,20220930,20221229,610,응암역,647,봉화산역,644,석계역,1,0,WED,18,10,"[101, 96, 63, 68, 56, 52, 49, 60]"
0,6호선,태릉입구역,645,20220930,20221229,610,응암역,647,봉화산역,644,석계역,1,0,WED,18,20,"[86, 67, 54, 49, 44, 40, 34, 33]"
0,6호선,태릉입구역,645,20220930,20221229,610,응암역,647,봉화산역,644,석계역,1,0,WED,18,30,"[94, 78, 58, 65, 53, 49, 44, 49]"
0,6호선,태릉입구역,645,20220930,20221229,610,응암역,647,봉화산역,644,석계역,1,0,WED,18,40,"[111, 86, 78, 81, 65, 49, 45, 46]"
0,6호선,태릉입구역,645,20220930,20221229,610,응암역,647,봉화산역,644,석계역,1,0,WED,18,50,"[105, 75, 73, 66, 68, 43, 56, 50]"
1,6호선,태릉입구역,645,20220930,20221229,610,응암역,648,신내역,644,석계역,1,0,WED,18,00,"[80, 62, 44, 48, 46, 36, 37, 47]"
1,6호선,태릉입구역,645,20220930,20221229,610,응암역,648,신내역,644,석계역,1,0,WED,18,10,"[103, 98, 63, 69, 56, 53, 50, 60]"
1,6호선,태릉입구역,645,20220930,20221229,610,응암역,648,신내역,644,석계역,1,0,WED,18,20,"[129, 100, 81, 73, 65, 59, 51, 50]"
1,6호선,태릉입구역,645,20220930,20221229,610,응암역,648,신내역,644,석계역,1,0,WED,18,30,"[119, 98, 73, 82, 66, 61, 56, 61]"
1,6호선,태릉입구역,645,20220930,20221229,610,응암역,648,신내역,644,석계역,1,0,WED,18,40,"[131, 102, 92, 96, 77, 59, 53, 54]"
1,6호선,태릉입구역,645,20220930,20221229,610,응암역,648,신내역,644,석계역,1,0,WED,18,50,"[125, 89, 88, 79, 81, 52, 67, 60]"
8,6호선,태릉입구역,645,20220930,20221229,647,봉화산역,610,응암역,646,화랑대역,0,0,WED,18,00,"[7, 9, 11, 7, 14, 17, 11, 12]"
8,6호선,태릉입구역,645,20220930,20221229,647,봉화산역,610,응암역,646,화랑대역,0,0,WED,18,10,"[10, 8, 12, 10, 12, 19, 14, 12]"
8,6호선,태릉입구역,645,20220930,20221229,647,봉화산역,610,응암역,646,화랑대역,0,0,WED,18,20,"[9, 10, 11, 10, 9, 15, 12, 13]"
8,6호선,태릉입구역,645,20220930,20221229,647,봉화산역,610,응암역,646,화랑대역,0,0,WED,18,30,"[9, 3, 9, 8, 8, 12, 11, 13]"
8,6호선,태릉입구역,645,20220930,20221229,647,봉화산역,610,응암역,646,화랑대역,0,0,WED,18,40,"[10, 8, 11, 8, 9, 13, 8, 12]"
8,6호선,태릉입구역,645,20220930,20221229,647,봉화산역,610,응암역,646,화랑대역,0,0,WED,18,50,"[7, 5, 6, 4, 6, 9, 9, 9]"
11,6호선,태릉입구역,645,20220930,20221229,648,신내역,610,응암역,646,화랑대역,0,0,WED,18,00,"[10, 13, 15, 10, 19, 23, 15, 16]"
11,6호선,태릉입구역,645,20220930,20221229,648,신내역,610,응암역,646,화랑대역,0,0,WED,18,10,"[11, 9, 14, 11, 14, 22, 17, 14]"
11,6호선,태릉입구역,645,20220930,20221229,648,신내역,610,응암역,646,화랑대역,0,0,WED,18,20,"[11, 11, 12, 12, 11, 17, 14, 15]"
11,6호선,태릉입구역,645,20220930,20221229,648,신내역,610,응암역,646,화랑대역,0,0,WED,18,30,"[10, 3, 11, 10, 10, 15, 13, 16]"
11,6호선,태릉입구역,645,20220930,20221229,648,신내역,610,응암역,646,화랑대역,0,0,WED,18,40,"[9, 7, 10, 7, 8, 11, 7, 11]"
11,6호선,태릉입구역,645,20220930,20221229,648,신내역,610,응암역,646,화랑대역,0,0,WED,18,50,"[10, 7, 9, 6, 8, 13, 14, 13]"
0,6호선,태릉입구역,645,20220930,20221229,610,응암역,647,봉화산역,644,석계역,1,0,TUE,18,00,"[85, 65, 47, 51, 48, 39, 39, 49]"
0,6호선,태릉입구역,645,20220930,20221229,610,응암역,647,봉화산역,644,석계역,1,0,TUE,18,10,"[97, 92, 60, 65, 53, 50, 47, 57]"
0,6호선,태릉입구역,645,20220930,20221229,610,응암역,647,봉화산역,644,석계역,1,0,TUE,18,20,"[86, 67, 54, 49, 44, 40, 34, 33]"
0,6호선,태릉입구역,645,20220930,20221229,610,응암역,647,봉화산역,644,석계역,1,0,TUE,18,30,"[89, 74, 55, 62, 50, 46, 42, 46]"
0,6호선,태릉입구역,645,20220930,20221229,610,응암역,647,봉화산역,644,석계역,1,0,TUE,18,40,"[112, 87, 79, 82, 66, 50, 45, 46]"
0,6호선,태릉입구역,645,20220930,20221229,610,응암역,647,봉화산역,644,석계역,1,0,TUE,18,50,"[112, 80, 79, 71, 73, 47, 60, 54]"
1,6호선,태릉입구역,645,20220930,20221229,610,응암역,648,신내역,644,석계역,1,0,TUE,18,00,"[79, 60, 43, 47, 45, 36, 36, 46]"
1,6호선,태릉입구역,645,20220930,20221229,610,응암역,648,신내역,644,석계역,1,0,TUE,18,10,"[86, 82, 53, 58, 47, 44, 42, 51]"
1,6호선,태릉입구역,645,20220930,20221229,610,응암역,648,신내역,644,석계역,1,0,TUE,18,20,"[115, 89, 72, 66, 58, 53, 46, 45]"
1,6호선,태릉입구역,645,20220930,20221229,610,응암역,648,신내역,644,석계역,1,0,TUE,18,30,"[111, 92, 68, 77, 62, 57, 52, 57]"
1,6호선,태릉입구역,645,20220930,20221229,610,응암역,648,신내역,644,석계역,1,0,TUE,18,40,"[122, 94, 85, 89, 72, 54, 49, 50]"
