,subwayLine,stationName,stationCode,statStartDate,statEndDate,startStationCode,startStationName,endStationCode,endStationName,prevStationCode,prevStationName,updnLine,directAt,dow,hh,mm,getOffCarRate
15,2호선,신림역,230,20221001,20221231,234,신도림역,211-R,성수역,231,신대방역,0,0,MON,06,40,"[9, 10, 11, 12, 11, 10, 10, 11, 6, 9]"
15,2호선,신림역,230,20221001,20221231,234,신도림역,211-R,성수역,231,신대방역,0,0,MON,06,50,"[8, 11, 11, 11, 9, 10, 12, 11, 8, 9]"
16,2호선,신림역,230,20221001,20221231,239,홍대입구역,211,성수역,231,신대방역,0,0,MON,06,00,"[8, 8, 13, 11, 14, 10, 9, 10, 9, 8]"
16,2호선,신림역,230,20221001,20221231,239,홍대입구역,211,성수역,231,신대방역,0,0,MON,06,10,"[8, 8, 13, 12, 15, 10, 10, 10, 8, 8]"
16,2호선,신림역,230,20221001,20221231,239,홍대입구역,211,성수역,231,신대방역,0,0,MON,06,20,"[8, 8, 14, 11, 14, 9, 10, 10, 8, 8]"
16,2호선,신림역,230,20221001,20221231,239,홍대입구역,211,성수역,231,신대방역,0,0,MON,06,30,"[8, 8, 13, 12, 16, 10, 10, 9, 7, 8]"
16,2호선,신림역,230,20221001,20221231,239,홍대입구역,211,성수역,231,신대방역,0,0,MON,06,40,"[8, 9, 12, 12, 16, 10, 10, 9, 7, 8]"
16,2호선,신림역,230,20221001,20221231,239,홍대입구역,211,성수역,231,신대방역,0,0,MON,06,50,"[8, 9, 13, 11, 14, 10, 11, 9, 7, 8]"
17,2호선,신림역,230,20221001,20221231,239,홍대입구역,211-R,성수역,231,신대방역,0,0,MON,06,00,"[8, 8, 13, 10, 14, 10, 9, 10, 10, 8]"
17,2호선,신림역,230,20221001,20221231,239,홍대입구역,211-R,성수역,231,신대방역,0,0,MON,06,10,"[9, 8, 13, 11, 14, 10, 10, 10, 8, 7]"
17,2호선,신림역,230,20221001,20221231,239,홍대입구역,211-R,성수역,231,신대방역,0,0,MON,06,20,"[8, 8, 14, 11, 14, 9, 10, 10, 8, 8]"
17,2호선,신림역,230,20221001,20221231,239,홍대입구역,211-R,성수역,231,신대방역,0,0,MON,06,30,"[8, 8, 13, 12, 16, 10, 10, 9, 7, 8]"
17,2호선,신림역,230,20221001,20221231,239,홍대입구역,211-R,성수역,231,신대방역,0,0,MON,06,40,"[8, 9, 12, 12, 16, 10, 10, 9, 7, 8]"
17,2호선,신림역,230,20221001,20221231,239,홍대입구역,211-R,성수역,231,신대방역,0,0,MON,06,50,"[8, 9, 13, 11, 14, 10, 11, 9, 7, 8]"
0,2호선,신림역,230,20221001,20221231,202,을지로입구역,211,성수역,231,신대방역,0,0,SUN,08,00,"[5, 7, 17, 11, 15, 12, 10, 7, 10, 7]"
0,2호선,신림역,230,20221001,20221231,202,을지로입구역,211,성수역,231,신대방역,0,0,SUN,08,10,"[6, 6, 15, 9, 15, 13, 11, 7, 10, 7]"
0,2호선,신림역,230,20221001,20221231,202,을지로입구역,211,성수역,231,신대방역,0,0,SUN,08,20,"[6, 7, 15, 9, 16, 13, 11, 7, 10, 6]"
0,2호선,신림역,230,20221001,20221231,202,을지로입구역,211,성수역,231,신대방역,0,0,SUN,08,30,"[6, 6, 14, 11, 15, 12, 12, 8, 10, 6]"
0,2호선,신림역,230,20221001,20221231,202,을지로입구역,211,성수역,231,신대방역,0,0,SUN,08,40,"[6, 6, 13, 10, 15, 13, 12, 8, 10, 7]"
0,2호선,신림역,230,20221001,20221231,202,을지로입구역,211,성수역,231,신대방역,0,0,SUN,08,50,"[6, 7, 13, 10, 16, 13, 12, 7, 10, 7]"
1,2호선,신림역,230,20221001,20221231,202,을지로입구역,211-R,성수역,231,신대방역,0,0,SUN,08,00,"[5, 7, 17, 11, 15, 12, 10, 7, 10, 7]"
1,2호선,신림역,230,20221001,20221231,202,을지로입구역,211-R,성수역,231,신대방역,0,0,SUN,08,10,"[6, 6, 15, 9, 15, 13, 11, 7, 10, 7]"
1,2호선,신림역,230,20221001,20221231,202,을지로입구역,211-R,성수역,231,신대방역,0,0,SUN,08,20,"[6, 7, 15, 9, 16, 13, 11, 7, 10, 6]"
1,2호선,신림역,230,20221001,20221231,202,을지로입구역,211-R,성수역,231,신대방역,0,0,SUN,08,30,"[6, 6, 14, 11, 15, 12, 12, 8, 10, 6]"
1,2호선,신림역,230,20221001,20221231,202,을지로입구역,211-R,성수역,231,신대방역,0,0,SUN,08,40,"[6, 6, 13, 10, 15, 13, 12, 8, 10, 7]"
1,2호선,신림역,230,20221001,20221231,202,을지로입구역,211-R,성수역,231,신대방역,0,0,SUN,08,50,"[6, 7, 13, 10, 16, 13, 12, 7, 10, 7]"
2,2호선,신림역,230,20221001,20221231,211,성수역,202,을지로입구역,229,봉천역,1,0,SUN,08,00,"[8, 10, 8, 13, 12, 17, 10, 11, 6, 5]"
